id,nombre,costo,precio_venta
1075,ESTANCIA EL PLACER DULCE  REPOSTERO X12,1387.8,1542.0
1076,ESTANCIA EL PLACER DULCE  X12 ,1181.7,1313.0
1077,POZO MADALENA  MARMOLADA X220,1017.0,1130.0
1078,POZO MADALENA  RELL F/BOSQUE X250,1017.0,1130.0
1079,POZO MADALENA C/CHIPS X220,1017.0,1130.0
1080,POZO MADALENA COCO/D. LECHE X220G.,1017.0,1130.0
1081,POZO MADALENA LIMON X220,1017.0,1130.0
1082,POZO MADALENA MADACHOC X220,1017.0,1130.0
1083,POZO MADALENA RELL  D/LECHE X220,1017.0,1130.0
1084,POZO MADALENA RELL CHOCO X250,1017.0,1130.0
1085,POZO MADALENA X200GS.,1017.0,1130.0
1086,POZO VAINILLA X148GS.,650.7,723.0
1087,POZO VAINILLA X444GS.,1877.4,2086.0
1088,*PRIME TEXTURADO -,1531.8,1702.0
1089,*PRIME ESPERMICIDA-,1531.8,1702.0
1090,*PRIME MEGA-,1531.8,1702.0
1091,*PRIME SUPER FINO-,1531.8,1702.0
1092,*PRIME EXTRA LUBRICADO-,1531.8,1702.0
1093,*PRIME EXPERMICIDA-,1531.8,1702.0
1094,*PRIME ULTRA FINO-,1531.8,1702.0
1095,*PRIME TACHAS-,1531.8,1702.0
1096,*PRIME ULTRA FINO-,1531.8,1702.0
1097,*PRIME RETARDANTE -,1531.8,1702.0
1098,*PRIME ANATOMICO-,1531.8,1702.0
1099,*PRINGLES ORIGINAL X27 GRS-,1440.0,1600.0
1100,*PRIGLES ORIGINAL X104 GRS-,3420.0,3800.0
1101,*PRINGLES QUESO X27 GRS-,0.0,0.0
1102,*PRINGLES QEESO X104 GRS-,0.0,0.0
1103,*PRINGLES CEBOLLA Y CREMA X27GRS -,1440.0,1600.0
1104,*PRINGRES CEBOLLA Y CREMA X104 GRS-,0.0,0.0
1105,*PRINGLES CHEDDAR X27 GRS-,0.0,0.0
1106,*PUSH POP DUO X20U.-,6727.5,7475.0
1107,*PUSH POP CARITA X20U.-,6727.5,7475.0
1108,*RAPSODIA MINI TORTA X24-,9180.0,10200.0
1109,*ALFAJOR RASTA NEGRO-,720.0,800.0
1110,*ALFAJOR RASTA BLANCO -,720.0,800.0
1111,RC SIN SAL X225G,729.0,810.0
1112,RC SIN SAL X450G.,1386.0,1540.0
1113,*RELYAN GOMA X800 EUCALIPTO -,2880.0,3200.0
1114,*RELYAN GOMA X800 FRUTAL -,2880.0,3200.0
1115,*RELYAN GOMA X800 MENTOL-,2880.0,3200.0
1116,*RELYAN GOMA X800 ROSA -,2880.0,3200.0
1117,RELYAN ORUZUS,0.0,0.0
1118,REY MERENGUITO 20X100GR,16168.5,17965.0
1119,RIERA X200 DULCE,868.5,965.0
1120,RIERA X200 LIGHT,868.5,965.0
1121,RIERA X200 S/SAL,868.5,965.0
1122,RIERA X200 SALVADO,0.0,0.0
1123,RIERA TOSTA MULTISEMILLA 18X200,16452.0,18280.0
1124,RIERA TOSTADA DE ARROZ X150 DULCE,1324.8,1472.0
1125,RIERA REINITA 18X200GS.,14254.2,15838.0
1126,RIERA TOSTA LIGHT 18X200,16450.2,18278.0
1127,RIERA TOSTADIET MESA 18X200,14253.3,15837.0
1128,RIERA TOSTADIET S/SAL 18X200,14253.3,15837.0
1129,RIERA TOSTADIET SALVA. 18X200,14253.3,15837.0
1130,RIERA X200 MESA,811.8,902.0
1131,RIERA X200 MULTISEMILLA,856.8,952.0
1132,RIERA TOSTADA DE ARROZ X150,1324.8,1472.0
1133,RIERA TOST. ARROZ S/SAL X150GS.,1324.8,1472.0
1134,RISKI-DIT TOSTADA DULCE,936.9,1041.0
1135,RISKY-DIT TOSTADA C/SAL,936.9,1041.0
1136,RISKY-DIT TOSTADA S/SAL,936.9,1041.0
1137,*YERBA ROSAMONTE X500-,1294.2,1438.0
1138,*YERBA ROSAMONTE SUAVE X500-,1294.2,1438.0
1139,DON SATUR MADAL D/LECHE X250,1129.5,1255.0
1140,DON SATUR MADAL MADACHOC X250,1129.5,1255.0
1141,DON SATUR MADAL MARMOLADA X200,1129.5,1255.0
1142,DON SATUR MADAL VAINILLA X250,1129.5,1255.0
1143,DON SATUR MADAL CON CHIP X250,1129.5,1255.0
1144,DON SATUR NEGRIGRAS X200,531.0,590.0
1145,DON SATUR AGRIDULCE X200,531.0,590.0
1146,DON SATUR GRASA X200G,531.0,590.0
1147,DON SATUR TALITA C/QUESO,783.9,871.0
1148,DON SATUR TALITAS X160G,771.3,857.0
1149,DON SATUR TALITAS C/ SEMILLAS,783.0,870.0
1150,*7UP LIMA LIMON LATA 354 ML-,339.3,377.0
1151,*7UP X500 ML-,594.0,660.0
1152,*SKITTLES ROJO -,1530.0,1700.0
1153,*SKITTLES VIOLETA,1530.0,1700.0
1154,SOLITA PURITOS BAÑADOS X160GS.,688.5,765.0
1155,SOLITA PURITOS BA—ADOS X300,1195.2,1328.0
1156,SOLITA ROSQUITA BA—ADA X160GS.,688.5,765.0
1157,SOLITA ROSQUITAS BA—ADAS X300,1195.2,1328.0
1158,SOLITA ANIMACION X4K.,8698.5,9665.0
1159,SOLITA ARITOS X4K.,8698.5,9665.0
1160,SOLITA FRUTILLA X4K,8698.5,9665.0
1161,SOLITA LEGENDARIA X4K.,8698.5,9665.0
1162,SOLITA SURTISOL X4K.,8698.5,9665.0
1163,SOLITA ALF FRUTA X160GS.,990.0,1100.0
1164,SOLITA ALF FRUTA X300GS.,1747.8,1942.0
1165,SOLITA ALFAJOR GLASE X160,990.0,1100.0
1166,SOLITA ALFAJOR GLASE X300,1747.8,1942.0
1167,SOLITA ALF CHOC/BCO X160,990.0,1100.0
1168,SOLITA ALF CHOC/BCO X300,1747.8,1942.0
1169,SOLITA ALFAJOR  X160GS.,990.0,1100.0
1170,SOLITA ALFAJOR X300GS.,1747.8,1942.0
1171,SOLITA ANIMACION X400GS,932.4,1036.0
1172,SOLITA ARITOS X500GS.,1017.0,1130.0
1173,SOLITA CHIROLA C/CHIP X400,0.0,0.0
1174,SOLITA COLMENAS X500GS.,0.0,0.0
1175,SOLITA EXHIBICION X400G,746.1,829.0
1176,SOLITA FRUTILLA  X500GS,1021.5,1135.0
1177,SOLITA LEGENDARIA CHOC. X500,1017.0,1130.0
1178,SOLITA LEGENDARIA X500G,1021.5,1135.0
1179,SORIANO BISCUIT 16X125,13951.8,15502.0
1180,SORIANO CON CHIP ,15644.7,17383.0
1181,*ENERGIZANTE SPEED X250 ML-,0.0,0.0
1182,*ENERGIZANTE SPEED XL -,0.0,0.0
1183,STANI LENGUETAZO MANZANA X32,3477.6,3864.0
1184,*YERBA TARAGUI X500 -,1440.0,1600.0
1185,*TARAGUI MATE COCIDO X25-,792.0,880.0
1186,TEMBLEKE BRUJAS X10U.,4950.0,5500.0
1187,TEMBLEKE COBRA X12,5400.0,6000.0
1188,TEMBLEKE CORAZON X3U.,0.0,0.0
1189,TEMBLEKE EMOCIONES X6U.,0.0,0.0
1190,TEMBLEKE MUNDIAL X6U.,0.0,0.0
1191,TEMBLEKE PIRATA X6,0.0,0.0
1192,TEMBLEKE PRINCESAS X6U.,0.0,0.0
1193,TEMBLEKE RELOJ X12U.,5400.0,6000.0
1194,TEMBLEKE SELVA X6U.,0.0,0.0
1195,TEMBLEKE SIMPSOM X20U.,0.0,0.0
1196,TEMBLEKE DINO X12,5400.0,6000.0
1197,TEMBLEKE TATTO X14U.,0.0,0.0
1198,TEMBLEKE ASKY RATA,5400.0,6000.0
1199,TEMBLEKE DRACULENGUA,4320.0,4800.0
1200,TEMBLEKE SOBRE RUEDAS,4590.0,5100.0
1201,TEREPIN PEPA X200G.,410.4,456.0
1202,TEREPIN PEPA X400G.,813.6,904.0
1203,TODDY ALF X6 U ,3618.9,4021.0
1204,TODDY CHIPS CHICA X50GS.,428.4,476.0
1205,TODDY CHISPAS X126GS-,1105.2,1228.0
1206,TOPOLIN JUGUETAZO X10U.,7560.0,8400.0
1207,TOPOLIN PALETITA X50U.,1782.0,1980.0
1208,TOPOLIN SORPRESA X10U.,2484.0,2760.0
1209,TRIO ANILLOS GLAS X300,585.0,650.0
1210,TRIO BESITOS X350G.,0.0,0.0
1211,TRIO CHOCOLATINA X300G,984.6,1094.0
1212,TRIO CHOCOTRIO X300,984.6,1094.0
1213,TRIO FROLITA X300G.,729.0,810.0
1214,TRIO FROLITA X500G,1128.6,1254.0
1215,TRIO GLASY X350G.,729.0,810.0
1216,TRIO GLASY X500GS.,1044.0,1160.0
1217,TRIO KRUMIRI X300GS.,729.0,810.0
1218,TRIO LINGUINI X300GS.,729.0,810.0
1219,TRIO MINIPEPAS X300G,729.0,810.0
1220,TRIO OSKITOS X300G,990.0,1100.0
1221,TRIO PEPA ALEMANA X300,729.0,810.0
1222,TRIO PEPA ALEMANA X500,1127.7,1253.0
1223,TRIO PEPA C/ACEITE VEG X300GS.,0.0,0.0
1224,TRIO PEPAS C/CHIPS X320,729.0,810.0
1225,TRIO PEPAS C/CHIPS X500,1127.7,1253.0
1226,TRIO PEPAS X320G.,668.7,743.0
1227,TRIO PEPAS X500GS.,1044.0,1160.0
1228,TRIO PEPONA BATATA X300,729.0,810.0
1229,TRIO PEPONA BATATA X500,1127.7,1253.0
1230,TRIO SCONS X350G.,729.0,810.0
1231,TRIO SURTIDAS X360G.,729.0,810.0
1232,TRIO TARTELETTE FRUTILLA X300,729.0,810.0
1233,TRIO TRICHIPS X300G.,729.0,810.0
1234,TRIO TRICHOC X300G.,729.0,810.0
1235,TRIO TRICHOC X500GS.,1125.0,1250.0
1236,TRIO VARIETTE X500gs.,1044.0,1160.0
1237,*YERBA UNION X500 -,1440.0,1600.0
1238,URQUIZA MERENKOA 12U.,3829.5,4255.0
1239,VARIOS,0.0,0.0
1240,*VAUQUITA  TABLETA 18X25-,5130.0,5700.0
1241,*VAUQUITA TAB LIGTH 18X25-,5130.0,5700.0
1242,VEROMAR PEPA BATATA X400,1531.8,1702.0
1243,VEROMAR PEPA CHOC X200G,0.0,0.0
1244,VEROMAR PEPA FRUTILLA X400,1531.8,1702.0
1245,VEROMAR PEPA X400,1531.8,1702.0
1246,VEROMAR PEPA X400 MANZANA,1531.8,1702.0
1247,VEROMAR SCON X400,1531.8,1702.0
1248,VEROMAR SOL DE COCO X330,1687.5,1875.0
1249,*AGUA VILLAVICENCIO SIN GAS X500 ML X12 U-,595.8,662.0
1250,*VIMAR ESCOLAR X60U,8010.0,8900.0
1251,*YERBA MAÑANA X500-,1469.7,1633.0
1252,*YERBA MAÑANANITA X 1 KG-,2695.5,2995.0
1253,*YERBA NOBLEZA GAUCHA X500-,1335.6,1484.0
1254,*YERBA PLAYADITO X500-,1676.7,1863.0
1255,*YERBA PLAYADITO X 1 KG-,3260.7,3623.0
1256,*YERBA CRUZ DE MALTA X500-,1396.8,1552.0
1257,*YUMMY X12U. DINO-,2949.3,3277.0
1258,*YUMMY X12U. PIECITOS-,2949.3,3277.0
1259,*YUMMY X12U. ANIMALITOS-,2949.3,3277.0
1260,*YUMMY X12U. BANANITAS-,2949.3,3277.0
1261,*YUMMY X12U. MORITAS-,2949.3,3277.0
1262,*YUMMY X12U. OSITOS-,2949.3,3277.0
1263,*YUMMY X12U. OSITOS ACIDOS-,2949.3,3277.0
1264,*YUMMY X500GS. BANANA-,2644.2,2938.0
1265,*YUMMY X500GS. CIEN PIES-,2644.2,2938.0
1266,*YUMMY X500GS. FRUTILLA/CREMA-,2644.2,2938.0
1267,*YUMMY X500GS. MORITAS-,2644.2,2938.0
1268,*YUMMY X500GS. OSITOS-,2644.2,2938.0
1269,*YUMMY X500GS. OSITOS ACIDOS-,2644.2,2938.0
1270,*YUMMY X500GS. SANDIA-,2644.2,2938.0
1271,*MISKY GOMA MENTA X1KG,5020.2,5578.0
1272,*FRISBIX DISCOS DE ARROZ CON SAL X12,635.4,706.0
1273,*FRISBIX DISCOS DE ARROZ SIN SAL X12,635.4,706.0
1274,*FRISBIX DISCOS DE ARROZ DULCES X12,635.4,706.0
1275,*DON SATUR PAN DULCE CON FRUTA PROMO,2106.0,2340.0
1276,*DON SATUR PAN DULCE SIN FRUTA PROMO,1890.0,2100.0
1277,*DON SATUR PAN DULCE CON CHIP PROMO,2321.1,2579.0
1278,*BIC PROMO MINI X12,0.0,0.0
1279,*BIC PROMO MAXI X12,0.0,0.0
1280,*COCA COLA 500 X12,940.5,1045.0
1281,*COCA COLA ZERO X500 X 12,940.5,1045.0
1282,*COCA COLA LATA X6,882.0,980.0
1283,*SPRITE X500 X12,940.5,1045.0
1284,*DURACEL C MEDIANA X2 C\U,3105.0,3450.0
1285,*DURACEL D GRANDE X2 C\U,3726.0,4140.0
1286,*DURACEL BATERIA 9V ,3254.4,3616.0
1287,*ENERGIZER C MEDIANA X2 C\U,1863.0,2070.0
1288,*ENERGIZER D GRANDE X2 C\U,1863.0,2070.0
1289,*ENERGIZER BATERIA 9V,2493.0,2770.0
1290,*EVEREADY BATERIA 9V,900.0,1000.0
1291,*AGUA ECO DE LOS ANDES X500 X12,405.0,450.0
1292,*KOLINOS X90 GR X12,1242.0,1380.0
1293,*ORAL B PASTA DE DIENTES 70GR,1098.9,1221.0
1294,*COLGATE X70GR X12,1485.0,1650.0
1295,*DETERGENTE MAGISTRAL 500 GR,1984.5,2205.0
1296,*JABON EN PAN SEISEME X300 GR,1117.8,1242.0
1297,*BULL DOG REGALIZ 75 GR ROJO,585.0,650.0
1298,*BULL DOG REGALIZ 75 GR AZUL,585.0,650.0
1299,*BULL DOG REGALIZ 75 GR SANDIA ,585.0,650.0
1300,*BULL DOG REGALIZ 75 GR TUTTI FRUTTI,585.0,650.0
1301,*GLACIAR AGUA MINERAL X 2 LTS,1138.5,1265.0
1302,*MIELCITA 1X50UN,2520.0,2800.0
1303,*TIC-TAC CITRUS X12,5850.0,6500.0
1304,*NARANJU FRUTILLA 1X20X8,1692.0,1880.0
1305,*NARANJU NARANJA 1X20X8,1692.0,1880.0
1306,*NARANJU UVA 1X20X8,1692.0,1880.0
1307,*NARANJU MANZANA 1X20X8,1692.0,1880.0
1308,*NARANJU ANANA 1X20X8,1692.0,1880.0
1309,*VIZZIO PASAS DE UVA 100GR,1890.0,2100.0
1310,*VIZZIO ALMENDRAS 100GR,2430.0,2700.0
1311,*VIZZIO CEREAL 100GR,1890.0,2100.0
1312,*BARILOCHE TURRON MANI 80GR ,630.0,700.0
1313,*NUGATON POSTRE DE MANI 75GR,720.0,800.0
1314,*BARILOCHE MANI C/CHOCO 80GR,1300.5,1445.0
1315,*BARILOCHE CONF MANI COLOR 120 GR,900.0,1000.0
1316,*BONAFIDE CEREAL C/CHOCO 80 GR,1300.5,1445.0
1317,*BONAFIDE GARRAPI MANI 100GR,720.0,800.0
1318,*BONAFIDE GARRAPI MANI 80GR,631.8,702.0
1319,*MANTECOL LINGOTE  500GR,6480.0,7200.0
1320,*BONAFIDE TURRON 80 GR,720.0,800.0
1321,*BONAFIDE TURRON 100 GR ,810.0,900.0
1322,*BONAFIDE ALMENDRAS BAÑADAS CHOCO BLANCO 80GR,1620.0,1800.0
1323,*BONAFIDE CEREAL BANADO 80 GR,1260.0,1400.0
1324,*FELFORT CREMONA DE MANI TURRON 100 GR,1080.0,1200.0
1325,*FELFORT TURRON DE MANI BAÑADO EN CHCOCO 100GR,1800.0,2000.0
1326,*FELFORT TRUFADO ALMENDRA Y CHOCOLATE,2250.0,2500.0
1327,*FELFORT ESPUMON DE MARROC ,2250.0,2500.0
1328,*FELFORT FLOR DE ALMENDRO ,2250.0,2500.0
1329,*BARILOCHE GARRAPIÑADA DE MANI 80GR ,576.9,641.0
1330,*BARILOCHE TURRON CROCANTE MANI 80GR ,960.3,1067.0
1331,*ALFAJOR BARRIGON BLANCO X7U,1215.0,1350.0
1332,*ALFAJOR BARRIGON NEGRO X7U,1215.0,1350.0
1333,*REPELENTE ABOVE PROTECT X150GR,3150.0,3500.0
1334,*BULL DOG REGALIZ 1X16 456GR ROJO,2000.7,2223.0
1335,*BULL DOG REGALIZ 1X16 456GR TUTTI,2000.7,2223.0
1336,*BULL DOG REGALIZ 1X16 456GR SANDIA,2000.7,2223.0
1337,*BULL DOG REGALIZ 1X16 456GR FRAMBUESA,2000.7,2223.0
1338,*BULL DOG REGALIZ 1X25 FRUTILLA ,8424.0,9360.0
1339,*BULL DOG REGALIZ 1X25 MULTICOLOR,8424.0,9360.0
1340,*BULL DOG REGALIZ 1X25 SANDIA,8424.0,9360.0
1341,*SPEED 500ML X12,1593.0,1770.0
1342,*GLACIAR SPORT PICO X6,720.0,800.0
1343,*CEPITA FRUTILLA-MANGO X1L,1287.0,1430.0
1344,*CEPITA ANANA-MANDARINA X1L,1287.0,1430.0
1345,*GATORADE FRUTAS TROPICALES X750ML X6,922.5,1025.0
1346,*GATORADE MANZANA X750ML X6,922.5,1025.0
1347,*GATORADE COOL BLUE X750ML X6,922.5,1025.0
1348,*FUN XTREME AZUL 1X12X25GR,5040.0,5600.0
1349,*FUN XTREME AZUL 1X12X25GR,5040.0,5600.0
1350,*MANTECOL 111G COCO,1485.0,1650.0
1351,*MANTECOL 111G CARAMELO,1485.0,1650.0
1352,*MANTECOL 111G CAFÉ,1485.0,1650.0
1353,*TOPLINE ULTRA ROJO X12,13074.3,14527.0
1354,*TOPLINE ULTRA VERDE X12,13074.3,14527.0
1355,*TOPLINE ULTRA AZUL X12,13074.3,14527.0
1356,*SALADIX CROSS ORIG X67GR X32U,580.5,645.0
1357,*SALADIX CROSS PICANTE X67GR X32U,580.5,645.0
1358,*SNICKERS X48U ,1620.0,1800.0
1359,*CARAMELO ARCOR BASTON VIENA X470GR,2430.0,2700.0
1360,*SALSA FILETO LA CAMP 340GR,783.0,870.0
1361,*SALSA PIZZA LA CAMP 340GR,783.0,870.0
1362,*SALSA POMAROLA LA CAMP 340GR,783.0,870.0
1363,*PURE DE TOMATE LA CAMP X530GR,734.4,816.0
1364,*PURE DE TOMATE SALSATI X530,801.0,890.0
1365,*GALLETA BLOCK X124GR X30U,864.0,960.0
1366,*GALLETA COFLER 30X12,864.0,960.0
1367,*GALLETA ROCKLET X118GR X30U,864.0,960.0
1368,*ORENSE BLACK X12,585.0,650.0
1369,*ORENSE MOUSSE X12,585.0,650.0
1370,*PIPAS TIRA X10U,3933.0,4370.0
1371,*SUGUS ESTUCHE X6U. ACIDO-,720.0,800.0
1372,*GATORADE MANZANA X500ML X6,745.2,828.0
1373,*GATORADE FRUTAS TROPICALES X500ML X6,745.2,828.0
1374,*GATORADE COOL BLUE X500ML X6,745.2,828.0
1375,*CANARIAS YERBA X1K ORIG,7768.8,8632.0
1376,*CANARIAS YERBA X500G ORIG,4253.4,4726.0
1377,*CANARIAS YERBA X500G TE VERDE Y JENGIBRE,4710.6,5234.0
1378,*CANARIAS YERBA X1K SERENA,8355.6,9284.0
1379,*CANARIAS YERBA X500G SERENA,4636.8,5152.0
1380,*CANARIAS YERBA X1K EDICION ESPECIAL,8813.7,9793.0
1381,*KINDER HUEVO VERDE X12,1323.0,1470.0
1382,*KINDER HUEVO VIOLETA  X12,1323.0,1470.0
1383,*KINDER HUEVO AMARILLO X12,1323.0,1470.0
1384,*TNT CARAMELO PINTA LENGUA X60 U,2520.0,2800.0
1385,*TNT CHICLE SUPER ACIDO SABORES X60U,2520.0,2800.0
1386,*TNT CARAMELO SABORES X60 U,2520.0,2800.0
1387,*TNT CHUPETIN ACIDO X48U,3420.0,3800.0
1388,*PALITO DE LA SELVA ACIDO X120U,3510.0,3900.0
1389,*CLIGHT LIMONADA Y ARANDANOS X20 U,4222.8,4692.0
1390,*CLIGHT LIMONADA Y MARACUYA X20 U,4222.8,4692.0
1391,*CLIGHT LIMONADA ROSA X20 U,4222.8,4692.0
1392,*REY MOMO X12U,1485.0,1650.0
1393,*RED BULL 1X24 250CC,1350.0,1500.0
1394,*MOGUL BANANITAS X50G,5645.7,6273.0
1395,*FULL MANI RELLENO PASTA DE MANI 6X8X140GR,1795.5,1995.0
1396,*ZUCOA CACAO EN POLVO 12X150GR,750.38,833.75
1397,*9 DE ORO ANILLOS VAINILLA X16 X120G,277.88,308.75
1398,*9 DE ORO MINI BUDIN DE VAINILLA 10X210GR,741.38,823.75
1399,*CAÑUELAS MAYONESAX 20X125 GR,326.16,362.4
1400,"*VILLAVICENCIO AGUA X1,5 LTS X6",630.0,700.0
1401,*OBLITA BON O BON FRUTILLA X30 UN,5067.0,5630.0
1402,*OBLITA BON O BON CLASICO X30U,5067.0,5630.0
1403,*OBLITA BON O BON CRASH NEGRO X30U,5067.0,5630.0
1404,*OBLITA BON O BON BLANCO X30U,5067.0,5630.0
1405,*OBLITA BON O BON CHOCOLATE MARRON X30U,5067.0,5630.0
1406,*OBLITA CUBANITO NOUGAT VIOLETA X48U,4288.5,4765.0
1407,*OBLITA CUBANITO DULCE DE LECHE MARRON X48U,4288.5,4765.0
1408,*OBLITA CUBANITO FRUTILLA X48U,4288.5,4765.0
1409,*OBLITA CUBANITO CHOCOLATE BLANCO X48,4288.5,4765.0
1410,*OBLITA CUBANITO CHOCOLATE ROJO X48,4288.5,4765.0
1411,*OBLITA CUBANITO MARROC X48,4288.5,4765.0
1412,*TURRON ROCKLET X50U,11281.5,12535.0
1413,*TOPLINE ULTRA VIOLETA 1 X12,13074.3,14527.0
1414,*OBLEA XL BLOCK X18U,12798.0,14220.0
1415,*COMBO MILKA SABORES,41220.0,45800.0
1416,*OCB NEGRO X25U,17388.0,19320.0
1417,*MILKA OREO 20G,507.6,564.0
1418,*MILKA LECHE 20G,507.6,564.0
1419,*ALFAJOR LOVE 420 BLANCO X18,675.0,750.0
1420,*ALFAJOR LOVE 420 NEGRO X18,675.0,750.0
1421,*SKITLETS ROJO,1620.0,1800.0
1422,*CACHAFAZ MARROC X12 U,6619.5,7355.0
1423,*JORGITO GALLETITA RELLENA DE LIMON X12X90GR,1789.2,1988.0
